noise_ppg_sample
-1.346651714
-1.210152016
-0.991854492
-0.706926212
-0.381504881
-0.048012706
0.26328566
0.545655558
0.789573767
0.979087991
1.1168096
1.217045954
1.288941265
1.333448051
1.354672774
1.356222698
1.337044497
1.297406742
1.239129495
1.167914198
1.088682284
1.003021383
0.910923108
0.806305033
0.685480307
0.552837009
0.412688526
0.272420403
0.135556918
-0.008457113
-0.157721947
-0.288103476
-0.392210726
-0.485421501
-0.570609889
-0.641078346
-0.699653716
-0.74958023
-0.790625852
-0.824362036
-0.85537273
-0.892867667
-0.939858715
-0.986828805
-1.029702543
-1.072802308
-1.116947904
-1.165119781
-1.21789012
-1.264225933
-1.294116019
-1.299902898
-1.261164977
-1.143670158
-0.933627247
-0.65422427
-0.32947978
0.013329222
0.342004344
0.647268689
0.917392856
1.132614161
1.290459841
1.39914423
1.469438615
1.518144631
1.553060522
1.557557277
1.527197207
1.482248965
1.428236812
1.360431685
1.282216975
1.193863337
1.094599559
0.989968522
0.879605279
0.753261015
0.611252428
0.470041525
0.334258682
0.191662184
0.04164224
-0.105363137
-0.246178632
-0.379014167
-0.497810443
-0.597560154
-0.678780917
-0.75002691
-0.817082268
-0.878446609
-0.935311965
-0.988433761
-1.037496431
-1.086778104
-1.138095978
-1.188798397
-1.238785406
-1.289819911
-1.341348702
-1.391518553
-1.435473958
-1.461831222
-1.448909026
-1.359519249
-1.175292335
-0.919185779
-0.610317414
-0.263442689
0.08861469
0.414827992
0.697324095
0.936776474
1.131330707
1.266186373
1.348274482
1.407470405
1.45453008
1.472892404
1.459840467
1.426985146
1.376125052
1.312826697
1.244327181
1.168518271
1.084304742
0.991054597
0.887048332
0.775144144
0.657403728
0.533545301
0.403890466
0.266422441
0.122313664
-0.019657838
-0.153628823
-0.278536012
-0.392231227
-0.495500014
-0.58968999
-0.672485085
-0.744613694
-0.810409836
-0.870649887
-0.92204216
-0.966142178
-1.011490832
-1.059578167
-1.101466296
-1.136886907
-1.17742298
-1.225453623
-1.273027666
-1.317167818
-1.356280839
-1.373907022
-1.3507904354257427
-1.3116085615049506
-1.2418261402574258
-1.141618486950495
-1.026254386980198
-0.8698070763762378
-0.6993598953168316
-0.5057824935049505
-0.2991566568811883
-0.0882011428613861
0.1126117437524751
0.3020416184851483
0.4750799561089108
0.6342085928415843
0.7872204579603961
0.925739826891089
1.0531703006336632
1.1666369804356431
1.2601596074851489
1.344200796128713
1.4012124874851484
1.4434529702673269
1.4693941884158417
1.4865376981485148
1.5012025637128712
1.513097372861386
1.516133744168317
1.5105974336930694
1.4895998808415842
1.464871284841584
